Symbol,Date,State_ID,Event,Leader_Date,Age,Leader_Close,ATR14_Seed,Pullback_Low,Pullback_Depth_ATR,Prior_High,High,Low,Close,SMA20,SMA50,SMA200
JSL,2023-09-06 00:00:00,JSL-2023-09-04,NEW_LEADER_CLOSE,2023-09-04 00:00:00,2,467.8674011230469,15.222431100654038,463.9365701062949,0.25822623145806883,476.61350051373665,476.90830820644936,464.23137760724563,468.50616455078125,423.9133270263672,386.7389373779297,290.3706342315674
JSL,2023-09-06 00:00:00,JSL-2023-09-06,SEEDED,2023-09-06 00:00:00,0,468.50616455078125,14.871775406612898,inf,,,476.90830820644936,464.23137760724563,468.50616455078125,423.9133270263672,386.7389373779297,290.3706342315674
JSL,2023-09-07 00:00:00,JSL-2023-09-06,NEW_LEADER_CLOSE,2023-09-06 00:00:00,1,468.50616455078125,14.871775406612898,463.6909237873849,0.3237838544317434,476.90830820644936,477.3014399292268,463.6909237873849,472.6335754394531,428.3134033203125,389.7018029785156,291.9181270599365
JSL,2023-09-07 00:00:00,JSL-2023-09-07,SEEDED,2023-09-07 00:00:00,0,472.6335754394531,14.781685459129251,inf,,,477.3014399292268,463.6909237873849,472.6335754394531,428.3134033203125,389.7018029785156,291.9181270599365
JSL,2023-09-08 00:00:00,JSL-2023-09-07,NEW_LEADER_CLOSE,2023-09-07 00:00:00,1,472.6335754394531,14.781685459129251,469.73452684631815,0.19612435950898344,477.3014399292268,485.4578582888727,469.73452684631815,483.3941650390625,432.13367919921876,392.82779724121093,293.45063400268555
JSL,2023-09-08 00:00:00,JSL-2023-09-08,SEEDED,2023-09-08 00:00:00,0,483.3941650390625,14.848945886516775,inf,,,485.4578582888727,469.73452684631815,483.3941650390625,432.13367919921876,392.82779724121093,293.45063400268555
JSL,2023-09-11 00:00:00,JSL-2023-09-08,NEW_LEADER_CLOSE,2023-09-08 00:00:00,1,483.3941650390625,14.848945886516775,487.22670693201974,-0.25810195028303556,485.4578582888727,531.645128963355,487.22670693201974,513.1702270507812,437.57542419433594,396.5974658203125,295.1408338165283
JSL,2023-09-11 00:00:00,JSL-2023-09-11,SEEDED,2023-09-11 00:00:00,0,513.1702270507812,17.234804317786466,inf,,,531.645128963355,487.22670693201974,513.1702270507812,437.57542419433594,396.5974658203125,295.1408338165283
JSL,2023-09-12 00:00:00,JSL-2023-09-11,ACTIVE,2023-09-11 00:00:00,1,513.1702270507812,17.234804317786466,474.7463700045765,2.2294339023362757,531.645128963355,517.2976559792222,474.7463700045765,499.412353515625,442.6953369140625,399.90133178710937,296.78207328796384
JSL,2023-09-13 00:00:00,JSL-2023-09-11,ACTIVE,2023-09-11 00:00:00,2,513.1702270507812,17.234804317786466,474.7463700045765,2.2294339023362757,517.2976559792222,509.04289420861863,475.1394582043767,504.6698303222656,447.5327178955078,403.27005676269533,298.4566993713379
JSL,2023-09-14 00:00:00,JSL-2023-09-11,RESUMPTION_CANDIDATE,2023-09-11 00:00:00,3,513.1702270507812,17.234804317786466,474.7463700045765,2.2294339023362757,509.04289420861863,517.2976486830062,505.8490735367525,510.07470703125,452.97691955566404,406.52085571289064,300.1426825714111
JSL,2023-11-08 00:00:00,JSL-2023-11-08,SEEDED,2023-11-08 00:00:00,0,462.2781982421875,16.62880862863677,inf,,,467.21706788152716,449.04203363765095,462.2781982421875,449.2334930419922,459.7740118408203,344.29162132263184
JSL,2023-11-09 00:00:00,JSL-2023-11-08,SMA50_INVALIDATED,2023-11-08 00:00:00,1,462.2781982421875,16.62880862863677,449.43711117774905,0.7722193063383139,467.21706788152716,471.8101833206712,449.43711117774905,454.57354736328125,449.04552001953124,460.6628161621094,345.36961814880374
JSL,2023-11-10 00:00:00,JSL-2023-11-10,SEEDED,2023-11-10 00:00:00,0,468.7974853515625,17.72349921709712,inf,,,478.4282805968133,451.8077627072823,468.7974853515625,449.551496887207,461.5344079589844,346.52191719055173
JSL,2023-11-13 00:00:00,JSL-2023-11-10,NEW_LEADER_CLOSE,2023-11-10 00:00:00,1,468.7974853515625,17.72349921709712,475.36620425237965,-0.3706220098162431,478.4282805968133,485.3921036222635,475.36620425237965,479.7618103027344,450.6451126098633,462.443486328125,347.717532043457
JSL,2023-11-13 00:00:00,JSL-2023-11-13,SEEDED,2023-11-13 00:00:00,0,479.7618103027344,17.642864863783114,inf,,,485.3921036222635,475.36620425237965,479.7618103027344,450.6451126098633,462.443486328125,347.717532043457
JSL,2023-11-15 00:00:00,JSL-2023-11-13,ACTIVE,2023-11-13 00:00:00,1,479.7618103027344,17.642864863783114,464.2537461427194,0.8789992033464796,485.3921036222635,484.94762199133635,464.2537461427194,465.4390869140625,450.8821487426758,462.81748474121093,348.79404205322265
JSL,2023-11-16 00:00:00,JSL-2023-11-13,ACTIVE,2023-11-13 00:00:00,2,479.7618103027344,17.642864863783114,455.66009412356203,1.3660885783151815,484.94762199133635,476.6009131422088,455.66009412356203,471.41510009765625,451.39088287353513,463.13313354492186,349.8894161224365
JSL,2023-11-17 00:00:00,JSL-2023-11-13,NEW_LEADER_CLOSE,2023-11-13 00:00:00,3,479.7618103027344,17.642864863783114,455.66009412356203,1.3660885783151815,476.6009131422088,502.7768754130801,471.2174897414476,500.6531677246094,453.59312744140624,463.7888488769531,351.13465255737304
JSL,2023-11-17 00:00:00,JSL-2023-11-17,SEEDED,2023-11-17 00:00:00,0,500.6531677246094,19.04355239693201,inf,,,502.7768754130801,471.2174897414476,500.6531677246094,453.59312744140624,463.7888488769531,351.13465255737304
JSL,2023-11-20 00:00:00,JSL-2023-11-17,NEW_LEADER_CLOSE,2023-11-17 00:00:00,1,500.6531677246094,19.04355239693201,503.76465690887807,-0.1633880653889956,502.7768754130801,532.4100981840887,503.76465690887807,523.125,457.57435913085936,464.9205340576172,352.4878418731689
JSL,2023-11-20 00:00:00,JSL-2023-11-20,SEEDED,2023-11-20 00:00:00,0,523.125,19.951650829971104,inf,,,532.4100981840887,503.76465690887807,523.125,457.57435913085936,464.9205340576172,352.4878418731689
JSL,2023-11-21 00:00:00,JSL-2023-11-20,NEW_LEADER_CLOSE,2023-11-20 00:00:00,1,523.125,19.951650829971104,516.1612659101193,0.34903047117383973,532.4100981840887,533.2991801291103,516.1612659101193,526.236572265625,460.77489013671874,466.07514221191406,353.8605057525635
JSL,2023-11-21 00:00:00,JSL-2023-11-21,SEEDED,2023-11-21 00:00:00,0,526.236572265625,19.750669643472524,inf,,,533.2991801291103,516.1612659101193,526.236572265625,460.77489013671874,466.07514221191406,353.8605057525635
JSL,2023-11-22 00:00:00,JSL-2023-11-21,ACTIVE,2023-11-21 00:00:00,1,526.236572265625,19.750669643472524,494.973511652363,1.5828861085524883,533.2991801291103,535.1265150100072,494.973511652363,498.18377685546875,463.3636901855469,466.58614624023437,355.10759368896487
JSL,2023-11-23 00:00:00,JSL-2023-11-21,ACTIVE,2023-11-21 00:00:00,2,526.236572265625,19.750669643472524,494.0844945718613,1.6278981054391632,535.1265150100072,518.5812741301266,494.0844945718613,517.2971801757812,466.81453399658204,467.26420654296874,356.44731117248534
JSL,2023-11-24 00:00:00,JSL-2023-11-21,NEW_LEADER_CLOSE,2023-11-21 00:00:00,3,526.236572265625,19.750669643472524,494.0844945718613,1.6278981054391632,518.5812741301266,540.9543697895459,508.11088947609824,535.9166870117188,471.6595626831055,467.7191357421875,357.8438954925537
JSL,2023-11-24 00:00:00,JSL-2023-11-24,SEEDED,2023-11-24 00:00:00,0,535.9166870117188,22.257221135273706,inf,,,540.9543697895459,508.11088947609824,535.9166870117188,471.6595626831055,467.7191357421875,357.8438954925537
JSL,2023-11-28 00:00:00,JSL-2023-11-24,ACTIVE,2023-11-24 00:00:00,1,535.9166870117188,22.257221135273706,509.79010409328123,1.1738474789663462,540.9543697895459,539.7690792147904,509.79010409328123,516.3094482421875,475.255061340332,468.05707763671876,359.1255525970459
JSL,2023-11-29 00:00:00,JSL-2023-11-24,ACTIVE,2023-11-24 00:00:00,2,535.9166870117188,22.257221135273706,499.0233504547941,1.6575895226406003,539.7690792147904,518.2355634860992,499.0233504547941,507.12310791015625,478.50977630615233,468.10614318847655,360.3578505706787
JSL,2023-11-30 00:00:00,JSL-2023-11-24,ACTIVE,2023-11-24 00:00:00,3,535.9166870117188,22.257221135273706,486.57740607240794,2.2167763279808947,518.2355634860992,512.555876495962,486.57740607240794,495.1710205078125,481.41136169433594,467.8080694580078,361.54507621765134
JSL,2023-12-01 00:00:00,JSL-2023-11-24,ACTIVE,2023-11-24 00:00:00,4,535.9166870117188,22.257221135273706,486.57740607240794,2.2167763279808947,512.555876495962,513.6424309910831,488.99745998478164,510.7778625488281,484.83646697998046,468.3415209960938,362.83334739685057
JSL,2023-12-04 00:00:00,JSL-2023-11-24,RESUMPTION_CANDIDATE,2023-11-24 00:00:00,5,535.9166870117188,22.257221135273706,486.57740607240794,2.2167763279808947,513.6424309910831,521.544587681442,512.7533763871485,516.9020385742188,488.829541015625,469.06644470214843,364.131431350708
JSL,2023-12-11 00:00:00,JSL-2023-12-11,SEEDED,2023-12-11 00:00:00,0,537.5465087890625,19.918809381980424,inf,,,548.2144536675096,533.5460369957608,537.5465087890625,509.68884735107423,477.06542724609375,371.1176942443848
JSL,2023-12-12 00:00:00,JSL-2023-12-11,ACTIVE,2023-12-11 00:00:00,1,537.5465087890625,19.918809381980424,528.0638799262383,0.4760640398217103,548.2144536675096,546.1895663786232,528.0638799262383,536.262451171875,513.0620956420898,478.7008898925781,372.539263458252
JSL,2023-12-13 00:00:00,JSL-2023-12-11,NEW_LEADER_CLOSE,2023-12-11 00:00:00,2,537.5465087890625,19.918809381980424,528.0638799262383,0.4760640398217103,546.1895663786232,557.7466020653728,531.7680981535702,552.4619750976562,516.6971038818359,480.4336651611328,374.0090270996094
JSL,2023-12-13 00:00:00,JSL-2023-12-13,SEEDED,2023-12-13 00:00:00,0,552.4619750976562,20.232713082657813,inf,,,557.7466020653728,531.7680981535702,552.4619750976562,516.6971038818359,480.4336651611328,374.0090270996094
JSL,2023-12-14 00:00:00,JSL-2023-12-13,ACTIVE,2023-12-13 00:00:00,1,552.4619750976562,20.232713082657813,538.8306750555108,0.6737257621583782,557.7466020653728,560.2653812447454,538.8306750555108,541.3001098632812,520.4901550292968,481.880126953125,375.4048663330078
JSL,2023-12-15 00:00:00,JSL-2023-12-13,ACTIVE,2023-12-13 00:00:00,2,552.4619750976562,20.232713082657813,528.4590924199479,1.1863402886033174,560.2653812447454,562.7842390771315,528.4590924199479,537.2503051757812,523.7819152832031,482.85728454589844,376.7537730407715
JSL,2023-12-18 00:00:00,JSL-2023-12-13,NEW_LEADER_CLOSE,2023-12-13 00:00:00,3,552.4619750976562,20.232713082657813,527.3725113409511,1.2400444593963165,562.7842390771315,557.8946887942323,527.3725113409511,553.4003295898438,526.4192733764648,484.1387158203125,378.2272494506836
JSL,2023-12-18 00:00:00,JSL-2023-12-18,SEEDED,2023-12-18 00:00:00,0,553.4003295898438,21.976406509121865,inf,,,557.8946887942323,527.3725113409511,553.4003295898438,526.4192733764648,484.1387158203125,378.2272494506836
JSL,2023-12-19 00:00:00,JSL-2023-12-18,ACTIVE,2023-12-18 00:00:00,1,553.4003295898438,21.976406509121865,534.3856182499276,0.8652329639071628,557.8946887942323,552.5112431082682,534.3856182499276,537.4476928710938,527.1354080200196,485.43125610351564,379.5879144287109
JSL,2023-12-20 00:00:00,JSL-2023-12-18,DEPTH_INVALIDATED,2023-12-18 00:00:00,2,553.4003295898438,21.976406509121865,498.1838265158948,2.512535570864597,552.5112431082682,550.5358187483671,498.1838265158948,515.0747680664062,526.5773178100586,486.34138427734376,380.859970703125
JSL,2023-12-28 00:00:00,JSL-2023-12-28,SEEDED,2023-12-28 00:00:00,0,564.315185546875,22.316510287656836,inf,,,570.9332823656471,549.6961446997968,564.315185546875,534.9314102172851,495.4645916748047,387.94033531188967
JSL,2023-12-29 00:00:00,JSL-2023-12-28,NEW_LEADER_CLOSE,2023-12-28 00:00:00,1,564.315185546875,22.316510287656836,554.1411418578288,0.45589760934412144,570.9332823656471,570.8839210359187,554.1411418578288,565.1054077148438,538.4281295776367,497.5527325439453,389.3002419281006
JSL,2023-12-29 00:00:00,JSL-2023-12-29,SEEDED,2023-12-29 00:00:00,0,565.1054077148438,21.918386636973484,inf,,,570.8839210359187,554.1411418578288,565.1054077148438,538.4281295776367,497.5527325439453,389.3002419281006
JSL,2024-01-02 00:00:00,JSL-2023-12-29,NEW_LEADER_CLOSE,2023-12-29 00:00:00,1,565.1054077148438,21.918386636973484,566.4883489687945,-0.06309502961399233,570.8839210359187,592.6643581190526,566.4883489687945,589.0095825195312,544.8190277099609,502.3057159423828,392.04563331604004
JSL,2024-01-02 00:00:00,JSL-2024-01-02,SEEDED,2024-01-02 00:00:00,0,589.0095825195312,21.761295917644702,inf,,,592.6643581190526,566.4883489687945,589.0095825195312,544.8190277099609,502.3057159423828,392.04563331604004
JSL,2024-01-03 00:00:00,JSL-2024-01-02,NEW_LEADER_CLOSE,2024-01-02 00:00:00,1,589.0095825195312,21.761295917644702,588.2193896750042,0.03631184684577216,592.6643581190526,597.4056753904788,588.2193896750042,589.7504272460938,547.5576354980469,505.23071716308596,393.4651174163818
JSL,2024-01-03 00:00:00,JSL-2024-01-03,SEEDED,2024-01-03 00:00:00,0,589.7504272460938,20.86308090320398,inf,,,597.4056753904788,588.2193896750042,589.7504272460938,547.5576354980469,505.23071716308596,393.4651174163818
JSL,2024-01-04 00:00:00,JSL-2024-01-03,NEW_LEADER_CLOSE,2024-01-03 00:00:00,1,589.7504272460938,20.86308090320398,586.24380336897,0.1680779503944315,597.4056753904788,602.7396393800201,586.24380336897,594.0472412109375,550.7629669189453,507.8671429443359,394.9227318572998
JSL,2024-01-04 00:00:00,JSL-2024-01-04,SEEDED,2024-01-04 00:00:00,0,594.0472412109375,20.5511348394787,inf,,,602.7396393800201,586.24380336897,594.0472412109375,550.7629669189453,507.8671429443359,394.9227318572998
JSL,2024-01-05 00:00:00,JSL-2024-01-04,NEW_LEADER_CLOSE,2024-01-04 00:00:00,1,594.0472412109375,20.5511348394787,592.6643033247849,0.06729253138352156,602.7396393800201,612.3210268339625,592.6643033247849,598.7885131835938,554.472055053711,510.91475769042967,396.3959741973877
JSL,2024-01-05 00:00:00,JSL-2024-01-05,SEEDED,2024-01-05 00:00:00,0,598.7885131835938,20.48724831588576,inf,,,612.3210268339625,592.6643033247849,598.7885131835938,554.472055053711,510.91475769042967,396.3959741973877
JSL,2024-01-08 00:00:00,JSL-2024-01-05,NEW_LEADER_CLOSE,2024-01-05 00:00:00,1,598.7885131835938,20.48724831588576,587.0340611976679,0.5737447901586392,612.3210268339625,610.9382034469112,587.0340611976679,599.9244995117188,557.7885070800781,513.9476416015625,397.83964515686034
JSL,2024-01-08 00:00:00,JSL-2024-01-08,SEEDED,2024-01-08 00:00:00,0,599.9244995117188,20.73131216826844,inf,,,610.9382034469112,587.0340611976679,599.9244995117188,557.7885070800781,513.9476416015625,397.83964515686034
JSL,2024-01-09 00:00:00,JSL-2024-01-08,NEW_LEADER_CLOSE,2024-01-08 00:00:00,1,599.9244995117188,20.73131216826844,598.640352192645,0.06194240425549671,610.9382034469112,612.4198099748662,598.640352192645,609.8021850585938,561.4012908935547,517.3633630371094,399.33588706970215
JSL,2024-01-09 00:00:00,JSL-2024-01-09,SEEDED,2024-01-09 00:00:00,0,609.8021850585938,20.23475114069364,inf,,,612.4198099748662,598.640352192645,609.8021850585938,561.4012908935547,517.3633630371094,399.33588706970215
JSL,2024-01-10 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,1,609.8021850585938,20.23475114069364,600.615931176741,0.45398403064016307,612.4198099748662,614.8892766441804,600.615931176741,608.2711791992188,565.0017272949219,520.6407971191406,400.9422225189209
JSL,2024-01-11 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,2,609.8021850585938,20.23475114069364,595.6770863624168,0.6980613993206097,614.8892766441804,611.4320933954177,595.6770863624168,606.3944702148438,567.6983520507813,523.9281103515625,402.5695299530029
JSL,2024-01-12 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,3,609.8021850585938,20.23475114069364,595.6770863624168,0.6980613993206097,611.4320933954177,610.1972550215494,600.0725737362869,603.381591796875,570.8024261474609,527.2529559326172,404.16145484924317
JSL,2024-01-15 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,4,609.8021850585938,20.23475114069364,578.391018158518,1.5523376927974892,610.1972550215494,604.5670275526468,578.391018158518,582.934814453125,573.0866516113281,530.0661370849609,405.63376472473146
JSL,2024-01-16 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,5,609.8021850585938,20.23475114069364,578.391018158518,1.5523376927974892,604.5670275526468,599.5293736588986,581.5518768311305,597.2080688476562,575.2770385742188,533.2694873046875,407.17817527770995
JSL,2024-01-17 00:00:00,JSL-2024-01-09,ACTIVE,2024-01-09 00:00:00,6,609.8021850585938,20.23475114069364,573.8966011813161,1.7744514685465422,599.5293736588986,598.3933803615621,573.8966011813161,576.7611694335938,577.2427124023437,536.0421685791016,408.6350392913818
JSL,2024-01-18 00:00:00,JSL-2024-01-09,DEPTH_INVALIDATED,2024-01-09 00:00:00,7,609.8021850585938,20.23475114069364,555.7215257061912,2.6726624397985406,598.3933803615621,582.3420421502133,555.7215257061912,560.3640747070312,579.507177734375,538.417763671875,410.00893882751467
JSL,2024-02-07 00:00:00,JSL-2024-02-07,SEEDED,2024-02-07 00:00:00,0,621.2603759765625,28.096606309477984,inf,,,631.1874911266365,604.9621074263442,621.2603759765625,578.7243774414062,558.7115789794922,427.85648651123046
JSL,2024-02-08 00:00:00,JSL-2024-02-07,ACTIVE,2024-02-07 00:00:00,1,621.2603759765625,28.096606309477984,606.789500495335,0.5150399774917284,631.1874911266365,627.1870558403115,606.789500495335,619.976318359375,579.2330841064453,560.3927716064453,429.6831610107422
JSL,2024-02-09 00:00:00,JSL-2024-02-07,ACTIVE,2024-02-07 00:00:00,2,621.2603759765625,28.096606309477984,589.2565526410883,1.1390636642361378,627.1870558403115,626.248700057141,589.2565526410883,599.9244995117188,578.8157501220703,562.065072631836,431.38460678100586
JSL,2024-02-12 00:00:00,JSL-2024-02-07,ACTIVE,2024-02-07 00:00:00,3,621.2603759765625,28.096606309477984,574.5881141886045,1.6611352016636165,626.248700057141,612.2222772677765,574.5881141886045,583.0335693359375,577.647705078125,563.5832818603516,432.9871545410156
JSL,2024-02-13 00:00:00,JSL-2024-02-07,DEPTH_INVALIDATED,2024-02-07 00:00:00,4,621.2603759765625,28.096606309477984,520.6555822318709,3.5806742151187865,612.2222772677765,588.1205857153986,520.6555822318709,568.1675415039062,575.8870025634766,565.0432122802735,434.50141876220704
JSL,2024-02-16 00:00:00,JSL-2024-02-16,SEEDED,2024-02-16 00:00:00,0,623.5322875976562,32.43953018293363,inf,,,635.4349512872778,593.948446607513,623.5322875976562,576.8970001220703,569.33212890625,439.35972686767576
JSL,2024-02-20 00:00:00,JSL-2024-02-16,NEW_LEADER_CLOSE,2024-02-16 00:00:00,1,623.5322875976562,32.43953018293363,623.5322645368307,7.108865465466993e-07,635.4349512872778,643.8803824402017,623.5322645368307,634.9904174804688,583.2533233642578,573.5015222167968,442.8893254089355
JSL,2024-02-20 00:00:00,JSL-2024-02-20,SEEDED,2024-02-20 00:00:00,0,634.9904174804688,30.5380218149722,inf,,,643.8803824402017,623.5322645368307,634.9904174804688,583.2533233642578,573.5015222167968,442.8893254089355
JSL,2024-02-21 00:00:00,JSL-2024-02-20,ACTIVE,2024-02-20 00:00:00,1,634.9904174804688,30.5380218149722,623.3840418532967,0.3800631127154956,643.8803824402017,641.065217578507,623.3840418532967,630.1009521484375,588.584829711914,575.4316320800781,444.6173600769043
JSL,2024-02-22 00:00:00,JSL-2024-02-20,ACTIVE,2024-02-20 00:00:00,2,634.9904174804688,30.5380218149722,623.3840418532967,0.3800631127154956,641.065217578507,646.0041106920371,627.9772375725728,634.4965209960938,593.2199554443359,577.3706323242187,446.3538603210449
JSL,2024-02-23 00:00:00,JSL-2024-02-20,ACTIVE,2024-02-20 00:00:00,3,634.9904174804688,30.5380218149722,623.3840418532967,0.3800631127154956,646.0041106920371,638.4476252665027,632.0765319512512,634.9410400390625,598.3786041259766,579.3442041015625,448.0987249755859
JSL,2024-02-26 00:00:00,JSL-2024-02-20,NEW_LEADER_CLOSE,2024-02-20 00:00:00,4,634.9904174804688,30.5380218149722,623.3840418532967,0.3800631127154956,638.4476252665027,661.2158667131635,628.3723848392915,654.1532592773438,603.7743194580078,581.3780297851563,449.94898635864257
JSL,2024-02-26 00:00:00,JSL-2024-02-26,SEEDED,2024-02-26 00:00:00,0,654.1532592773438,27.593961525289615,inf,,,661.2158667131635,628.3723848392915,654.1532592773438,603.7743194580078,581.3780297851563,449.94898635864257
JSL,2024-02-27 00:00:00,JSL-2024-02-26,NEW_LEADER_CLOSE,2024-02-26 00:00:00,1,654.1532592773438,27.593961525289615,649.8070481673698,0.15750587700105023,661.2158667131635,665.7102444285252,649.8070481673698,655.0916748046875,608.2859771728515,583.6538610839843,451.7911645507813
JSL,2024-02-27 00:00:00,JSL-2024-02-27,SEEDED,2024-02-27 00:00:00,0,655.0916748046875,26.75890686356575,inf,,,665.7102444285252,649.8070481673698,655.0916748046875,608.2859771728515,583.6538610839843,451.7911645507813
JSL,2024-02-28 00:00:00,JSL-2024-02-27,ACTIVE,2024-02-27 00:00:00,1,655.0916748046875,26.75890686356575,645.0163702933996,0.37652152842634046,665.7102444285252,659.5860356254481,645.0163702933996,652.029541015625,612.4000579833985,585.9494458007813,453.6145928955078
JSL,2024-02-29 00:00:00,JSL-2024-02-27,ACTIVE,2024-02-27 00:00:00,2,655.0916748046875,26.75890686356575,620.5195233458359,1.2919866882127462,659.5860356254481,655.9311905382499,620.5195233458359,632.718505859375,616.1511260986329,587.5358093261718,455.3232858276367
JSL,2024-03-01 00:00:00,JSL-2024-02-27,ACTIVE,2024-02-27 00:00:00,3,655.0916748046875,26.75890686356575,620.5195233458359,1.2919866882127462,655.9311905382499,654.7954157757534,639.089784890835,642.3988037109375,618.808236694336,589.6348315429688,457.16956115722655
JSL,2024-03-04 00:00:00,JSL-2024-02-27,NEW_LEADER_CLOSE,2024-02-27 00:00:00,4,655.0916748046875,26.75890686356575,620.5195233458359,1.2919866882127462,654.7954157757534,677.0696346181486,649.9552288930162,673.5630493164062,622.5272094726563,592.8045971679687,459.1598651123047
JSL,2024-03-04 00:00:00,JSL-2024-03-04,SEEDED,2024-03-04 00:00:00,0,673.5630493164062,26.84931863594291,inf,,,677.0696346181486,649.9552288930162,673.5630493164062,622.5272094726563,592.8045971679687,459.1598651123047
JSL,2024-03-05 00:00:00,JSL-2024-03-04,NEW_LEADER_CLOSE,2024-03-04 00:00:00,1,673.5630493164062,26.84931863594291,667.043697679803,0.2428125542029898,677.0696346181486,685.4163282573085,667.043697679803,676.3287963867188,625.9152740478515,595.6829711914063,461.165225982666
JSL,2024-03-05 00:00:00,JSL-2024-03-05,SEEDED,2024-03-05 00:00:00,0,676.3287963867188,26.24384091748309,inf,,,685.4163282573085,667.043697679803,676.3287963867188,625.9152740478515,595.6829711914063,461.165225982666
JSL,2024-03-06 00:00:00,JSL-2024-03-05,NEW_LEADER_CLOSE,2024-03-05 00:00:00,1,676.3287963867188,26.24384091748309,661.2652733530457,0.5739831711766722,685.4163282573085,699.2945698798475,661.2652733530457,690.552734375,629.3798919677735,598.6462951660156,463.24023284912107
JSL,2024-03-06 00:00:00,JSL-2024-03-06,SEEDED,2024-03-06 00:00:00,0,690.552734375,27.085659175291568,inf,,,699.2945698798475,661.2652733530457,690.552734375,629.3798919677735,598.6462951660156,463.24023284912107
JSL,2024-03-07 00:00:00,JSL-2024-03-06,ACTIVE,2024-03-06 00:00:00,1,690.552734375,27.085659175291568,678.6006764645261,0.44126885866513876,699.2945698798475,695.936096534763,678.6006764645261,683.2926025390625,632.5457061767578,601.3053820800782,465.20204193115234
JSL,2024-03-11 00:00:00,JSL-2024-03-06,ACTIVE,2024-03-06 00:00:00,2,690.552734375,27.085659175291568,670.500853350337,0.7403135694388033,695.936096534763,698.84997388958,670.500853350337,679.8847045898438,636.5437164306641,603.8538366699219,467.20110610961916
JSL,2024-03-12 00:00:00,JSL-2024-03-06,ACTIVE,2024-03-06 00:00:00,3,690.552734375,27.085659175291568,633.5088054253107,2.10605651427995,698.84997388958,679.4897315158643,633.5088054253107,650.2022094726562,639.9021484375,605.5715771484375,469.05028396606446
JSL,2024-03-13 00:00:00,JSL-2024-03-06,DEPTH_INVALIDATED,2024-03-06 00:00:00,4,690.552734375,27.085659175291568,594.1953959628488,3.5575039096723016,679.4897315158643,648.7699056347633,594.1953959628488,611.1851196289062,642.05302734375,606.4931713867187,470.65278411865233
JSL,2024-03-26 00:00:00,JSL-2024-03-26,SEEDED,2024-03-26 00:00:00,0,701.0230712890625,29.402398691152637,inf,,,709.0733915095835,682.3047458982733,701.0230712890625,662.1962036132812,618.2219946289063,485.9593507385254
JSL,2024-03-27 00:00:00,JSL-2024-03-26,ACTIVE,2024-03-26 00:00:00,1,701.0230712890625,29.402398691152637,690.4539913789196,0.3594631860196914,709.0733915095835,706.9992050493014,690.4539913789196,694.2568969726562,664.2013854980469,619.9792431640625,488.03396102905276
JSL,2024-03-28 00:00:00,JSL-2024-03-26,ACTIVE,2024-03-26 00:00:00,2,701.0230712890625,29.402398691152637,677.3659497661645,0.8045983516989924,706.9992050493014,703.986468344109,677.3659497661645,685.9595947265625,665.7447814941406,621.6308032226563,489.98699432373047
JSL,2024-04-01 00:00:00,JSL-2024-03-26,NEW_LEADER_CLOSE,2024-03-26 00:00:00,3,701.0230712890625,29.402398691152637,677.3659497661645,0.8045983516989924,703.986468344109,715.1482913845807,690.8490779752083,710.752685546875,668.6809387207031,624.1871606445312,492.02296493530275
JSL,2024-04-01 00:00:00,JSL-2024-04-01,SEEDED,2024-04-01 00:00:00,0,710.752685546875,28.410761647563533,inf,,,715.1482913845807,690.8490779752083,710.752685546875,668.6809387207031,624.1871606445312,492.02296493530275
JSL,2024-04-02 00:00:00,JSL-2024-04-01,ACTIVE,2024-04-01 00:00:00,1,710.752685546875,28.410761647563533,704.2827681754607,0.22772769880913035,715.1482913845807,717.0744518291408,704.2827681754607,707.0485229492188,672.3974395751953,626.3839697265626,494.0087222290039
JSL,2024-04-03 00:00:00,JSL-2024-04-01,ACTIVE,2024-04-01 00:00:00,2,710.752685546875,28.410761647563533,698.4548922029015,0.4328568693978716,717.0744518291408,712.1849733639095,698.4548922029015,704.6284790039062,675.5089233398437,628.9413159179687,495.98483612060545
JSL,2024-04-04 00:00:00,JSL-2024-04-01,ACTIVE,2024-04-01 00:00:00,3,710.752685546875,28.410761647563533,672.7234002298825,1.3385521229155029,712.1849733639095,706.9497898630653,672.7234002298825,698.6030883789062,676.7609252929688,631.7060961914062,497.913625793457
JSL,2024-04-05 00:00:00,JSL-2024-04-01,ACTIVE,2024-04-01 00:00:00,4,710.752685546875,28.410761647563533,672.7234002298825,1.3385521229155029,706.9497898630653,702.4554064211958,691.4417037389244,694.2074584960938,677.6548583984375,634.0797155761719,499.7784265136719
JSL,2024-04-08 00:00:00,JSL-2024-04-01,ACTIVE,2024-04-01 00:00:00,5,710.752685546875,28.410761647563533,672.7234002298825,1.3385521229155029,702.4554064211958,703.2950599280684,677.7116902336492,694.6026611328125,677.8573547363281,637.5023522949218,501.6213726806641
